Region	Site	Reference	Indicator	Latitude (¡N)	Longitude (¡E)	RSL (m)	RSL +1s	RSL -1s	Age (CE)	Age +2s	Age -2s
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.28	-72.65	-0.8	0.32	0.32	1802	148	148
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.28	-72.65	-0.77	0.32	0.32	1809	141	141
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.27	-72.68	-0.35	0.26	0.26	1809	141	141
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.28	-72.65	-0.22	0.26	0.26	1816	134	134
Connecticut	Gulf Pond	Cinquemani et al. (1982); Compiled in Englehart and Horton (2012)	plants	41.2	-73	-1.87	0.49	0.49	509	422	422
Connecticut	Hammock River	van de Plassche (1991); Compiled in Englehart and Horton (2012)	plants	41.27	-72.52	-1.57	0.38	0.38	136	81	81
Connecticut	Hammock River	van de Plassche (1991); Compiled in Englehart and Horton (2012)	plants	41.27	-72.52	-2.15	0.27	0.27	230	103	103
Connecticut	Hammock River	van de Plassche (1991); Compiled in Englehart and Horton (2012)	plants	41.27	-72.52	-1.86	0.26	0.26	333	195	195
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-1.26	0.13	0.13	597	57	57
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-1.09	0.13	0.13	675	96	96
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-1.39	0.23	0.23	889	105	105
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-1.48	0.23	0.23	950	63	63
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-0.41	0.13	0.13	1375	73	73
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-0.67	0.13	0.13	1378	75	75
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-1.23	0.23	0.23	1391	57	57
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-0.56	0.13	0.13	1512	96	96
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-0.53	0.13	0.13	1535	95	95
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-1.03	0.23	0.23	1538	93	93
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-1.04	0.23	0.23	1548	96	96
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-0.27	0.13	0.13	1552	90	90
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-0.07	0.13	0.13	1798	152	152
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	-0.51	0.23	0.23	1802	148	148
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.27	-72.51	0.17	0.13	0.13	1810	140	140
Connecticut	Indian River	Cinquemani et al. (1982); Compiled in Englehart and Horton (2012)	plants	41.2	-73	-3.2	0.49	0.49	-1174	248	248
Cook Islands	Aitutaki	Goodwin and Harvey (2008)	coral microatoll	-18.86	-159.79	0.8	0.05	0.05	363	104	104
Cook Islands	Aitutaki	Goodwin and Harvey (2008)	coral microatoll	-18.86	-159.79	0.8	0.05	0.05	372	107	107
Cook Islands	Aitutaki	Goodwin and Harvey (2008)	coral microatoll	-18.86	-159.79	0.6	0.05	0.05	421	117	117
Cook Islands	Aitutaki	Goodwin and Harvey (2008)	coral microatoll	-18.86	-159.79	0.45	0.05	0.05	922	120	120
Cook Islands	Aitutaki	Goodwin and Harvey (2008)	coral microatoll	-18.86	-159.79	-0.2	0.05	0.05	1900	10	10
Cook Islands	Rarotonga	Goodwin and Harvey (2008)	coral microatoll	-21.23	-159.78	0.36	0.05	0.05	920	140	140
Cook Islands	Rarotonga	Goodwin and Harvey (2008)	coral microatoll	-21.23	-159.78	0.35	0.05	0.05	1500	80	80
Cook Islands	Rarotonga	Goodwin and Harvey (2008)	coral microatoll	-21.23	-159.78	0.15	0.05	0.05	1600	119	119
Cook Islands	Rarotonga	Goodwin and Harvey (2008)	coral microatoll	-21.23	-159.78	0.15	0.05	0.05	1685	135	135
Cook Islands	Rarotonga	Goodwin and Harvey (2008)	coral microatoll	-21.23	-159.78	-0.2	0.05	0.05	1715	50	50
Cook Islands	Rarotonga	Goodwin and Harvey (2008)	coral microatoll	-21.23	-159.78	0.3	0.05	0.05	1760	60	60
Cook Islands	Rarotonga	Goodwin and Harvey (2008)	coral microatoll	-21.23	-159.78	-0.2	0.05	0.05	1850	25	25
Denmark	Ho Bugt	Szkornik et al. (2008)	diatoms	55.583	-8.267	-2.2	0.45	0.45	-808	56	54
Denmark	Ho Bugt	Gehrels et al. (2006b); Szkornik et al. (2008)	diatoms	55.583	-8.267	-1.92	0.25	0.25	-203	278	288
Denmark	Ho Bugt	Gehrels et al. (2006b); Szkornik et al. (2008)	diatoms	55.583	-8.267	-1.27	0.23	0.23	1	124	161
Denmark	Ho Bugt	Gehrels et al. (2006b); Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.86	0.23	0.23	127	109	95
Denmark	Ho Bugt	Gehrels et al. (2006b); Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.93	0.25	0.25	254	122	121
Denmark	Ho Bugt	Gehrels et al. (2006b); Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.75	0.22	0.22	257	145	131
Denmark	Ho Bugt	Gehrels et al. (2006b); Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.68	0.25	0.25	487	82	70
Denmark	Ho Bugt	Gehrels et al. (2006b); Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.55	0.22	0.22	490	103	76
Denmark	Ho Bugt	Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.74	0.23	0.23	530	69	98
Denmark	Ho Bugt	Gehrels et al. (2006b); Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.76	0.23	0.23	578	72	142
Denmark	Ho Bugt	Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.61	0.23	0.23	693	79	41
Denmark	Ho Bugt	Gehrels et al. (2006b); Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.74	0.23	0.23	701	168	101
Denmark	Ho Bugt	Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.6	0.23	0.23	729	128	66
Denmark	Ho Bugt	Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.5	0.23	0.23	831	114	117
Denmark	Ho Bugt	Gehrels et al. (2006b); Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.63	0.23	0.23	832	134	168
Denmark	Ho Bugt	Gehrels et al. (2006b); Szkornik et al. (2008)	plants	55.583	-8.267	-0.61	0.3	0.3	1005	143	106
Denmark	Ho Bugt	Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.52	0.23	0.23	1090	69	76
Denmark	Ho Bugt	Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.4	0.23	0.23	1266	26	46
Denmark	Ho Bugt	Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.59	0.22	0.22	1464	40	40
Denmark	Ho Bugt	Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.28	0.23	0.23	1514	30	30
Denmark	Ho Bugt	Szkornik et al. (2008)	diatoms	55.583	-8.267	-0.35	0.29	0.29	1554	30	30
Denmark	Ho Bugt	Gehrels et al. (2006b); Szkornik et al. (2008)	diatoms	55.583	-8.267	0.03	0.22	0.22	1881	38	187
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	0.05	0.07	0.07	2002	6	11
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	0.03	0.07	0.07	1990	10	12
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	0.01	0.07	0.07	1980	10	7
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.01	0.07	0.07	1974	7	11
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.03	0.07	0.07	1964	11	27
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.05	0.07	0.07	1936	28	15
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.07	0.07	0.07	1920	20	15
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.09	0.07	0.07	1906	28	11
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.11	0.07	0.07	1896	20	18
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.13	0.07	0.07	1881	16	11
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.15	0.07	0.07	1870	7	17
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.17	0.07	0.07	1858	15	66
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.23	0.07	0.07	1680	61	69
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.25	0.07	0.07	1633	54	64
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.26	0.07	0.07	1604	42	70
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.27	0.07	0.07	1576	41	69
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.29	0.07	0.07	1532	56	62
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.31	0.07	0.07	1489	59	52
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.33	0.07	0.07	1446	49	32
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.35	0.07	0.07	1396	30	55
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.37	0.07	0.07	1353	50	68
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.39	0.07	0.07	1310	62	68
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.41	0.07	0.07	1267	65	62
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.43	0.07	0.07	1224	59	50
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.44	0.07	0.07	1198	55	50
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.45	0.07	0.07	1171	58	58
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.47	0.07	0.07	1130	67	71
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.48	0.07	0.07	1110	70	73
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.49	0.07	0.07	1089	73	75
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.51	0.07	0.07	1048	79	73
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.53	0.07	0.07	1007	76	67
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.55	0.07	0.07	965	71	53
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.57	0.07	0.07	914	66	50
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.59	0.07	0.07	858	72	77
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.61	0.07	0.07	804	81	83
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.63	0.07	0.07	750	85	73
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.65	0.07	0.07	697	76	58
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.67	0.07	0.07	640	44	52
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.69	0.07	0.07	576	57	74
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.71	0.07	0.07	520	74	75
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.73	0.07	0.07	463	79	63
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.75	0.07	0.07	402	64	58
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.77	0.07	0.07	351	57	72
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.79	0.07	0.07	306	69	79
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.81	0.07	0.07	261	73	78
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.83	0.07	0.07	218	67	72
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.84	0.07	0.07	159	68	79
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.85	0.07	0.07	137	75	87
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.87	0.07	0.07	114	82	91
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.89	0.07	0.07	70	95	99
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.91	0.07	0.07	24	101	102
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.93	0.07	0.07	-20	103	102
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.95	0.07	0.07	-65	104	101
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.97	0.07	0.07	-109	99	98
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-0.99	0.07	0.07	-154	90	92
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-1.01	0.07	0.07	-198	77	91
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-1.03	0.07	0.07	-245	54	109
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-1.05	0.07	0.07	-284	55	113
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-1.07	0.07	0.07	-316	63	118
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-1.09	0.07	0.07	-349	69	131
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-1.11	0.07	0.07	-380	73	145
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-1.13	0.07	0.07	-413	75	161
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-1.15	0.07	0.07	-445	76	175
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-1.17	0.07	0.07	-477	76	191
Florida	Nassau	Kemp et al. (2014)	foramininifera and plants	30.587	-81.666	-1.18	0.07	0.07	-499	81	201
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.93	0.14	0.14	1336	60	60
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.68	0.14	0.14	1347	57	57
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.88	0.14	0.14	1360	62	62
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.87	0.14	0.14	1419	28	28
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.67	0.13	0.13	1421	29	29
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.37	0.21	0.21	1425	30	30
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.57	0.14	0.14	1479	45	45
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.41	0.11	0.11	1555	88	88
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	0	0.07	0.07	1556	88	88
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	0	0.17	0.17	1570	74	74
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	0.01	0.16	0.16	1573	107	107
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.17	0.21	0.21	1578	88	88
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.87	0.2	0.2	1580	89	89
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.25	0.07	0.07	1778	113	113
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.16	0.21	0.21	1778	113	113
Greenland	Aasiaat	Long et al. (2012)	diatoms	68.7	-52.27	-0.16	0.11	0.11	1950	50	50
Greenland	Nanortalik	Long et al. (2012)	diatoms	60.14	-45.24	-1.44	0.21	0.21	1466	56	56
Greenland	Nanortalik	Long et al. (2012)	diatoms	60.14	-45.24	-1.28	0.21	0.21	1555	89	89
Greenland	Nanortalik	Long et al. (2012)	diatoms	60.14	-45.24	-1.08	0.21	0.21	1574	90	90
Greenland	Nanortalik	Long et al. (2012)	diatoms	60.14	-45.24	-0.28	0.11	0.11	1595	38	38
Greenland	Nanortalik	Long et al. (2012)	diatoms	60.14	-45.24	-0.83	0.07	0.07	1599	84	84
Greenland	Nanortalik	Long et al. (2012)	diatoms	60.14	-45.24	-0.54	0.12	0.12	1726	86	86
Greenland	Nanortalik	Long et al. (2012)	diatoms	60.14	-45.24	-0.28	0.11	0.11	1728	85	85
Greenland	Nanortalik	Long et al. (2012)	diatoms	60.14	-45.24	-0.4	0.12	0.12	1736	84	84
Greenland	Nanortalik	Long et al. (2012)	diatoms	60.14	-45.24	-0.32	0.04	0.04	1741	86	86
Greenland	Nanortalik	Long et al. (2012)	diatoms	60.14	-45.24	-0.29	0.11	0.11	1745	81	81
Greenland	Nanortalik	Long et al. (2012)	diatoms	60.14	-45.24	0.06	0.1	0.1	1950	50	50
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.34	0.13	0.13	1328	64	64
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.29	0.16	0.16	1332	62	62
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.85	0.16	0.16	1340	52	52
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.85	0.15	0.15	1357	65	65
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.02	0.12	0.12	1510	70	70
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.39	0.18	0.18	1513	103	103
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.61	0.13	0.13	1522	112	112
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	0	0.07	0.07	1522	112	112
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.14	0.08	0.08	1544	91	91
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.06	0.11	0.11	1544	91	91
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.24	0.08	0.08	1550	90	90
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.26	0.16	0.16	1557	88	88
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.09	0.13	0.13	1579	89	89
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	0	0.08	0.08	1583	92	92
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.1	0.08	0.08	1720	90	90
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.03	0.13	0.13	1722	89	89
Greenland	Sisimiut	Long et al. (2012)	diatoms	66.491	-53.607	-0.09	0.16	0.16	1727	87	87
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.64	0.2	0.2	-141	83	140
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.62	0.2	0.2	-119	74	118
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.6	0.2	0.2	-86	67	88
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.58	0.2	0.2	-60	62	88
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.56	0.2	0.2	-44	61	92
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.54	0.2	0.2	-28	59	93
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.52	0.2	0.2	-13	57	91
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.5	0.2	0.2	3	55	93
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.48	0.2	0.2	18	52	92
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.46	0.2	0.2	34	49	86
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.44	0.2	0.2	52	48	82
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.42	0.2	0.2	77	47	75
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.4	0.2	0.2	91	47	74
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.38	0.2	0.2	103	50	75
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.36	0.2	0.2	115	51	77
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.34	0.2	0.2	127	50	80
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.32	0.2	0.2	139	49	83
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.3	0.2	0.2	152	47	85
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.28	0.2	0.2	168	43	88
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.26	0.2	0.2	199	45	94
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.24	0.2	0.2	218	53	93
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.22	0.2	0.2	236	56	94
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.2	0.2	0.2	255	58	97
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.18	0.2	0.2	274	56	101
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.16	0.2	0.2	293	55	100
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.14	0.2	0.2	313	51	100
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.12	0.2	0.2	337	44	92
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.1	0.2	0.2	375	44	95
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.08	0.2	0.2	397	54	96
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.06	0.2	0.2	417	59	96
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.04	0.2	0.2	436	60	95
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1.02	0.2	0.2	456	61	96
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-1	0.2	0.2	477	56	92
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-0.98	0.2	0.2	503	52	91
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-0.96	0.2	0.2	552	56	94
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-0.94	0.2	0.2	585	63	98
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-0.92	0.2	0.2	613	65	98
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-0.9	0.2	0.2	645	59	106
Iceland	Vioarholmi	Gehrels et al. (2006a)	foraminifera	64.763	-22.434	-0.88	0.2	0.2	676	54	102
